img,nome,nome_cientifico,codigo,porte,latitude,longitude
https://arvores.fearp.usp.br/img/111.jpg,Abacateiro,Persea americana,0141, Pequeno,-21.166241,-47.851884
https://arvores.fearp.usp.br/img/94.jpg,Abacateiro,Persea americana,0118, Médio,-21.166921,-47.851853
https://arvores.fearp.usp.br/img/31.jpg,Abacateiro,Persea americana,0034, Médio,-21.165945,-47.852399
https://arvores.fearp.usp.br/img/154.jpg,Abacateiro,Persea americana,0189, Pequeno,-21.166682,-47.852506
https://arvores.fearp.usp.br/img/257.jpg,Abacateiro,Persea americana,0292, Pequeno,-21.166227,-47.852020
https://arvores.fearp.usp.br/img/260.jpg,Abacateiro,Persea americana,0143, Pequeno,-21.166251,-47.852033
https://arvores.fearp.usp.br/img/112.jpg,Acerola,Malpighia emarginata,0142, Pequeno,-21.166213,-47.851969
https://arvores.fearp.usp.br/img/147.jpg,Amendoim-bravo,Pterogyne nitens,0181, Médio,-21.166935,-47.852847
https://arvores.fearp.usp.br/img/50.jpg,Amendoim-bravo,Pterogyne nitens,0062, Médio,-21.165617,-47.851169
https://arvores.fearp.usp.br/img/192.jpg,Amendoim-bravo,Pterogyne nitens,0233, Pequeno,-21.166923,-47.852796
https://arvores.fearp.usp.br/img/256.jpg,Amoreira,Morus alba,0291, Pequeno,-21.165813,-47.852550
https://arvores.fearp.usp.br/img/107.jpg,Amoreira,Morus alba,0135, Pequeno,-21.166479,-47.851792
https://arvores.fearp.usp.br/img/140.jpg,Angico-branco,Anadenanthera colubrina,0174, Grande,-21.166934,-47.852260
https://arvores.fearp.usp.br/img/252.jpg,Angico-branco,Anadenanthera colubrina,0111, Grande,-21.166906,-47.851602
https://arvores.fearp.usp.br/img/191.jpg,Angico-branco,Anadenanthera colubrina,0232, Grande,-21.166870,-47.852292
https://arvores.fearp.usp.br/img/139.jpg,Aroeira-branca,Lithraea molleoides,0172, Médio,-21.167080,-47.852255
https://arvores.fearp.usp.br/img/35.jpg,Aroeira-vermelha,Schinus terebinthifolius,0042, Médio,-21.165778,-47.852082
https://arvores.fearp.usp.br/img/21.jpg,Árvore-da-china,Koelreuteria bipinnata,0022, Pequeno,-21.165442,-47.852497
https://arvores.fearp.usp.br/img/22.jpg,Árvore-da-china,Koelreuteria bipinnata,0023, Grande,-21.165409,-47.852594
https://arvores.fearp.usp.br/img/36.jpg,Cafezinho,Rhamnidium elaeocarpus,0043, Pequeno,-21.165770,-47.852031
https://arvores.fearp.usp.br/img/39.jpg,Cafezinho,Rhamnidium elaeocarpus,0048, Pequeno,-21.165710,-47.852004
https://arvores.fearp.usp.br/img/202.jpg,Cafezinho,Rhamnidium elaeocarpus,0243, Pequeno,-21.165676,-47.851921
https://arvores.fearp.usp.br/img/86.jpg,Cajá-manga,Spondias dulcis,0105, Grande,-21.166977,-47.851271
https://arvores.fearp.usp.br/img/213.jpg,Cajá-mirim,Spondias mombin,0254, Grande,-21.166252,-47.851843
https://arvores.fearp.usp.br/img/204.jpg,Caliandra,Calliandra harrisii,0245, Pequeno,-21.166411,-47.852113
https://arvores.fearp.usp.br/img/185.jpg,Canelinha,Nectandra megapotamica,0226, Pequeno,-21.166701,-47.852288
https://arvores.fearp.usp.br/img/238.jpg,Canelinha,Nectandra megapotamica,0280, Médio,-21.166238,-47.851831
https://arvores.fearp.usp.br/img/214.jpg,Canelinha,Nectandra megapotamica,0255, Médio,-21.166221,-47.851881
https://arvores.fearp.usp.br/img/215.jpg,Canelinha,Nectandra megapotamica,0256, Médio,-21.166126,-47.851944
https://arvores.fearp.usp.br/img/237.jpg,Canelinha,Nectandra megapotamica,0279, Médio,-21.166225,-47.851851
https://arvores.fearp.usp.br/img/241.jpg,Cássia-aleluia,Senna multijuga,0275, Pequeno,-21.166559,-47.851915
https://arvores.fearp.usp.br/img/19.jpg,Cássia-do-nordeste,Cassia spectabilis,0018, Pequeno,-21.165720,-47.852681
https://arvores.fearp.usp.br/img/177.jpg,Cássia-do-nordeste,Cassia spectabilis,0215, Pequeno,-21.165765,-47.852602
https://arvores.fearp.usp.br/img/180.jpg,Cássia-do-nordeste,Cassia spectabilis,0218, Pequeno,-21.165859,-47.852728
https://arvores.fearp.usp.br/img/181.jpg,Cássia-do-nordeste,Cassia spectabilis,0219, Pequeno,-21.165892,-47.852643
https://arvores.fearp.usp.br/img/244.jpg,Cássia-do-nordeste,Cassia spectabilis,0283, Pequeno,-21.165739,-47.852632
https://arvores.fearp.usp.br/img/197.jpg,Cássia-do-nordeste,Cassia spectabilis,0238, Pequeno,-21.166329,-47.852094
https://arvores.fearp.usp.br/img/178.jpg,Cássia-do-nordeste,Cassia spectabilis,0216, Pequeno,-21.165798,-47.852569
https://arvores.fearp.usp.br/img/179.jpg,Cássia-do-nordeste,Cassia spectabilis,0217, Pequeno,-21.165820,-47.852754
https://arvores.fearp.usp.br/img/243.jpg,Cássia-do-nordeste,Cassia spectabilis,0281, Pequeno,-21.165529,-47.852560
https://arvores.fearp.usp.br/img/79.jpg,Cássia-imperial,Cassia fistula,0096, Pequeno,-21.166632,-47.851140
https://arvores.fearp.usp.br/img/76.jpg,Cássia-imperial,Cassia fistula,0092, Pequeno,-21.166519,-47.851207
https://arvores.fearp.usp.br/img/70.jpg,Cássia-rósea,Cassia grandis,0084, Grande,-21.166102,-47.851472
https://arvores.fearp.usp.br/img/69.jpg,Cássia-rósea,Cassia grandis,0083, Grande,-21.166100,-47.851404
https://arvores.fearp.usp.br/img/68.jpg,Cássia-rósea,Cassia grandis,0082, Grande,-21.166025,-47.851353
https://arvores.fearp.usp.br/img/170.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0207, Médio,-21.166268,-47.852595
https://arvores.fearp.usp.br/img/172.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0209, Médio,-21.166322,-47.852644
https://arvores.fearp.usp.br/img/171.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0208, Médio,-21.166268,-47.852594
https://arvores.fearp.usp.br/img/174.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0211, Médio,-21.166216,-47.852755
https://arvores.fearp.usp.br/img/159.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0196, Médio,-21.166399,-47.852719
https://arvores.fearp.usp.br/img/111.jpg,Abacateiro,Persea americana,0141, Pequeno,-21.166241,-47.851884
https://arvores.fearp.usp.br/img/94.jpg,Abacateiro,Persea americana,0118, Médio,-21.166921,-47.851853
https://arvores.fearp.usp.br/img/31.jpg,Abacateiro,Persea americana,0034, Médio,-21.165945,-47.852399
https://arvores.fearp.usp.br/img/154.jpg,Abacateiro,Persea americana,0189, Pequeno,-21.166682,-47.852506
https://arvores.fearp.usp.br/img/257.jpg,Abacateiro,Persea americana,0292, Pequeno,-21.166227,-47.852020
https://arvores.fearp.usp.br/img/260.jpg,Abacateiro,Persea americana,0143, Pequeno,-21.166251,-47.852033
https://arvores.fearp.usp.br/img/112.jpg,Acerola,Malpighia emarginata,0142, Pequeno,-21.166213,-47.851969
https://arvores.fearp.usp.br/img/147.jpg,Amendoim-bravo,Pterogyne nitens,0181, Médio,-21.166935,-47.852847
https://arvores.fearp.usp.br/img/50.jpg,Amendoim-bravo,Pterogyne nitens,0062, Médio,-21.165617,-47.851169
https://arvores.fearp.usp.br/img/192.jpg,Amendoim-bravo,Pterogyne nitens,0233, Pequeno,-21.166923,-47.852796
https://arvores.fearp.usp.br/img/256.jpg,Amoreira,Morus alba,0291, Pequeno,-21.165813,-47.852550
https://arvores.fearp.usp.br/img/107.jpg,Amoreira,Morus alba,0135, Pequeno,-21.166479,-47.851792
https://arvores.fearp.usp.br/img/140.jpg,Angico-branco,Anadenanthera colubrina,0174, Grande,-21.166934,-47.852260
https://arvores.fearp.usp.br/img/252.jpg,Angico-branco,Anadenanthera colubrina,0111, Grande,-21.166906,-47.851602
https://arvores.fearp.usp.br/img/191.jpg,Angico-branco,Anadenanthera colubrina,0232, Grande,-21.166870,-47.852292
https://arvores.fearp.usp.br/img/139.jpg,Aroeira-branca,Lithraea molleoides,0172, Médio,-21.167080,-47.852255
https://arvores.fearp.usp.br/img/35.jpg,Aroeira-vermelha,Schinus terebinthifolius,0042, Médio,-21.165778,-47.852082
https://arvores.fearp.usp.br/img/21.jpg,Árvore-da-china,Koelreuteria bipinnata,0022, Pequeno,-21.165442,-47.852497
https://arvores.fearp.usp.br/img/22.jpg,Árvore-da-china,Koelreuteria bipinnata,0023, Grande,-21.165409,-47.852594
https://arvores.fearp.usp.br/img/36.jpg,Cafezinho,Rhamnidium elaeocarpus,0043, Pequeno,-21.165770,-47.852031
https://arvores.fearp.usp.br/img/39.jpg,Cafezinho,Rhamnidium elaeocarpus,0048, Pequeno,-21.165710,-47.852004
https://arvores.fearp.usp.br/img/202.jpg,Cafezinho,Rhamnidium elaeocarpus,0243, Pequeno,-21.165676,-47.851921
https://arvores.fearp.usp.br/img/86.jpg,Cajá-manga,Spondias dulcis,0105, Grande,-21.166977,-47.851271
https://arvores.fearp.usp.br/img/213.jpg,Cajá-mirim,Spondias mombin,0254, Grande,-21.166252,-47.851843
https://arvores.fearp.usp.br/img/204.jpg,Caliandra,Calliandra harrisii,0245, Pequeno,-21.166411,-47.852113
https://arvores.fearp.usp.br/img/185.jpg,Canelinha,Nectandra megapotamica,0226, Pequeno,-21.166701,-47.852288
https://arvores.fearp.usp.br/img/238.jpg,Canelinha,Nectandra megapotamica,0280, Médio,-21.166238,-47.851831
https://arvores.fearp.usp.br/img/214.jpg,Canelinha,Nectandra megapotamica,0255, Médio,-21.166221,-47.851881
https://arvores.fearp.usp.br/img/215.jpg,Canelinha,Nectandra megapotamica,0256, Médio,-21.166126,-47.851944
https://arvores.fearp.usp.br/img/237.jpg,Canelinha,Nectandra megapotamica,0279, Médio,-21.166225,-47.851851
https://arvores.fearp.usp.br/img/241.jpg,Cássia-aleluia,Senna multijuga,0275, Pequeno,-21.166559,-47.851915
https://arvores.fearp.usp.br/img/19.jpg,Cássia-do-nordeste,Cassia spectabilis,0018, Pequeno,-21.165720,-47.852681
https://arvores.fearp.usp.br/img/177.jpg,Cássia-do-nordeste,Cassia spectabilis,0215, Pequeno,-21.165765,-47.852602
https://arvores.fearp.usp.br/img/180.jpg,Cássia-do-nordeste,Cassia spectabilis,0218, Pequeno,-21.165859,-47.852728
https://arvores.fearp.usp.br/img/181.jpg,Cássia-do-nordeste,Cassia spectabilis,0219, Pequeno,-21.165892,-47.852643
https://arvores.fearp.usp.br/img/244.jpg,Cássia-do-nordeste,Cassia spectabilis,0283, Pequeno,-21.165739,-47.852632
https://arvores.fearp.usp.br/img/197.jpg,Cássia-do-nordeste,Cassia spectabilis,0238, Pequeno,-21.166329,-47.852094
https://arvores.fearp.usp.br/img/178.jpg,Cássia-do-nordeste,Cassia spectabilis,0216, Pequeno,-21.165798,-47.852569
https://arvores.fearp.usp.br/img/179.jpg,Cássia-do-nordeste,Cassia spectabilis,0217, Pequeno,-21.165820,-47.852754
https://arvores.fearp.usp.br/img/243.jpg,Cássia-do-nordeste,Cassia spectabilis,0281, Pequeno,-21.165529,-47.852560
https://arvores.fearp.usp.br/img/79.jpg,Cássia-imperial,Cassia fistula,0096, Pequeno,-21.166632,-47.851140
https://arvores.fearp.usp.br/img/76.jpg,Cássia-imperial,Cassia fistula,0092, Pequeno,-21.166519,-47.851207
https://arvores.fearp.usp.br/img/70.jpg,Cássia-rósea,Cassia grandis,0084, Grande,-21.166102,-47.851472
https://arvores.fearp.usp.br/img/69.jpg,Cássia-rósea,Cassia grandis,0083, Grande,-21.166100,-47.851404
https://arvores.fearp.usp.br/img/68.jpg,Cássia-rósea,Cassia grandis,0082, Grande,-21.166025,-47.851353
https://arvores.fearp.usp.br/img/170.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0207, Médio,-21.166268,-47.852595
https://arvores.fearp.usp.br/img/172.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0209, Médio,-21.166322,-47.852644
https://arvores.fearp.usp.br/img/171.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0208, Médio,-21.166268,-47.852594
https://arvores.fearp.usp.br/img/174.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0211, Médio,-21.166216,-47.852755
https://arvores.fearp.usp.br/img/159.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0196, Médio,-21.166399,-47.852719
https://arvores.fearp.usp.br/img/111.jpg,Abacateiro,Persea americana,0141, Pequeno,-21.166241,-47.851884
https://arvores.fearp.usp.br/img/94.jpg,Abacateiro,Persea americana,0118, Médio,-21.166921,-47.851853
https://arvores.fearp.usp.br/img/31.jpg,Abacateiro,Persea americana,0034, Médio,-21.165945,-47.852399
https://arvores.fearp.usp.br/img/154.jpg,Abacateiro,Persea americana,0189, Pequeno,-21.166682,-47.852506
https://arvores.fearp.usp.br/img/257.jpg,Abacateiro,Persea americana,0292, Pequeno,-21.166227,-47.852020
https://arvores.fearp.usp.br/img/260.jpg,Abacateiro,Persea americana,0143, Pequeno,-21.166251,-47.852033
https://arvores.fearp.usp.br/img/112.jpg,Acerola,Malpighia emarginata,0142, Pequeno,-21.166213,-47.851969
https://arvores.fearp.usp.br/img/147.jpg,Amendoim-bravo,Pterogyne nitens,0181, Médio,-21.166935,-47.852847
https://arvores.fearp.usp.br/img/50.jpg,Amendoim-bravo,Pterogyne nitens,0062, Médio,-21.165617,-47.851169
https://arvores.fearp.usp.br/img/192.jpg,Amendoim-bravo,Pterogyne nitens,0233, Pequeno,-21.166923,-47.852796
https://arvores.fearp.usp.br/img/256.jpg,Amoreira,Morus alba,0291, Pequeno,-21.165813,-47.852550
https://arvores.fearp.usp.br/img/107.jpg,Amoreira,Morus alba,0135, Pequeno,-21.166479,-47.851792
https://arvores.fearp.usp.br/img/140.jpg,Angico-branco,Anadenanthera colubrina,0174, Grande,-21.166934,-47.852260
https://arvores.fearp.usp.br/img/252.jpg,Angico-branco,Anadenanthera colubrina,0111, Grande,-21.166906,-47.851602
https://arvores.fearp.usp.br/img/191.jpg,Angico-branco,Anadenanthera colubrina,0232, Grande,-21.166870,-47.852292
https://arvores.fearp.usp.br/img/139.jpg,Aroeira-branca,Lithraea molleoides,0172, Médio,-21.167080,-47.852255
https://arvores.fearp.usp.br/img/35.jpg,Aroeira-vermelha,Schinus terebinthifolius,0042, Médio,-21.165778,-47.852082
https://arvores.fearp.usp.br/img/21.jpg,Árvore-da-china,Koelreuteria bipinnata,0022, Pequeno,-21.165442,-47.852497
https://arvores.fearp.usp.br/img/22.jpg,Árvore-da-china,Koelreuteria bipinnata,0023, Grande,-21.165409,-47.852594
https://arvores.fearp.usp.br/img/36.jpg,Cafezinho,Rhamnidium elaeocarpus,0043, Pequeno,-21.165770,-47.852031
https://arvores.fearp.usp.br/img/39.jpg,Cafezinho,Rhamnidium elaeocarpus,0048, Pequeno,-21.165710,-47.852004
https://arvores.fearp.usp.br/img/202.jpg,Cafezinho,Rhamnidium elaeocarpus,0243, Pequeno,-21.165676,-47.851921
https://arvores.fearp.usp.br/img/86.jpg,Cajá-manga,Spondias dulcis,0105, Grande,-21.166977,-47.851271
https://arvores.fearp.usp.br/img/213.jpg,Cajá-mirim,Spondias mombin,0254, Grande,-21.166252,-47.851843
https://arvores.fearp.usp.br/img/204.jpg,Caliandra,Calliandra harrisii,0245, Pequeno,-21.166411,-47.852113
https://arvores.fearp.usp.br/img/185.jpg,Canelinha,Nectandra megapotamica,0226, Pequeno,-21.166701,-47.852288
https://arvores.fearp.usp.br/img/238.jpg,Canelinha,Nectandra megapotamica,0280, Médio,-21.166238,-47.851831
https://arvores.fearp.usp.br/img/214.jpg,Canelinha,Nectandra megapotamica,0255, Médio,-21.166221,-47.851881
https://arvores.fearp.usp.br/img/215.jpg,Canelinha,Nectandra megapotamica,0256, Médio,-21.166126,-47.851944
https://arvores.fearp.usp.br/img/237.jpg,Canelinha,Nectandra megapotamica,0279, Médio,-21.166225,-47.851851
https://arvores.fearp.usp.br/img/241.jpg,Cássia-aleluia,Senna multijuga,0275, Pequeno,-21.166559,-47.851915
https://arvores.fearp.usp.br/img/19.jpg,Cássia-do-nordeste,Cassia spectabilis,0018, Pequeno,-21.165720,-47.852681
https://arvores.fearp.usp.br/img/177.jpg,Cássia-do-nordeste,Cassia spectabilis,0215, Pequeno,-21.165765,-47.852602
https://arvores.fearp.usp.br/img/180.jpg,Cássia-do-nordeste,Cassia spectabilis,0218, Pequeno,-21.165859,-47.852728
https://arvores.fearp.usp.br/img/181.jpg,Cássia-do-nordeste,Cassia spectabilis,0219, Pequeno,-21.165892,-47.852643
https://arvores.fearp.usp.br/img/244.jpg,Cássia-do-nordeste,Cassia spectabilis,0283, Pequeno,-21.165739,-47.852632
https://arvores.fearp.usp.br/img/197.jpg,Cássia-do-nordeste,Cassia spectabilis,0238, Pequeno,-21.166329,-47.852094
https://arvores.fearp.usp.br/img/178.jpg,Cássia-do-nordeste,Cassia spectabilis,0216, Pequeno,-21.165798,-47.852569
https://arvores.fearp.usp.br/img/179.jpg,Cássia-do-nordeste,Cassia spectabilis,0217, Pequeno,-21.165820,-47.852754
https://arvores.fearp.usp.br/img/243.jpg,Cássia-do-nordeste,Cassia spectabilis,0281, Pequeno,-21.165529,-47.852560
https://arvores.fearp.usp.br/img/79.jpg,Cássia-imperial,Cassia fistula,0096, Pequeno,-21.166632,-47.851140
https://arvores.fearp.usp.br/img/76.jpg,Cássia-imperial,Cassia fistula,0092, Pequeno,-21.166519,-47.851207
